DataUsed_UL,DataUsed_DL,Speed_UL,Speed_DL,LegacyDevicesExist,StationaryVsMobile,WifiScores_top3Devices,PhyRate,SignalStrength,NumClientsConnected,NumAccessPoints,MeanClientsPerAP,ChannelSwitches,WifiAssociations,SON_status,SON_SteerSuccessStatus,NumDevicePowerCycles,KeyProcessCrashes,Latency,HomeWifiScore,HighSteeringCount,HomesWithWifiCongestion,PercentageOfDataOn5G,ClientBandwidthUsed,AirtimeCongestion,ChannelOfOperation,SON_PerClientSteer,ActivePhyRate,SuddenDropOfConnection,RebootPerformedViaCustomer,StationName,NumNeighborsOnSameChannel,NumOverallNeighbors,NumNeighborsOnAdjChannel,NumIPChanges,ExtendedBackhaulRange,EthernetAndNot1Gig
64.91947415239208,199.10077242768324,78.08496740369418,20.638037921681118,No,Mobile,30.36622875766864,791.5289357439544,-54.21592290615689,7,5,1.4,1,1,on,1,1,0,49.52349577525163,69.4194594758109,2,0,79.42645294179158,83.74538318740393,35.22101049984428,111,3,35.889755160678256,Yes,No,8,7,10,7,0,No,Yes
149.51106383260787,203.17660602698248,7.591145641530995,75.0908835821302,Yes,Mobile,22.142376054774864,569.1436649283411,-64.8763233604462,11,5,2.2,1,1,on,1,0,0,22.986029187342307,85.74525668429425,3,1,54.649890561355654,61.44420805320752,38.76866681927532,161,4,494.63147813437524,No,No,5,10,11,4,0,Yes,No
234.49885143300892,280.0658684477803,50.95448758905192,196.49894232154463,Yes,Stationary,23.458922999976792,483.0924977045718,-48.03334055066546,7,1,7.0,2,1,on,1,1,0,42.99573536212615,83.04702521712481,2,5,73.91654522641471,35.86330621279227,14.164918721213688,162,3,170.21256135504467,No,No,3,6,5,5,0,No,No
95.62293261337499,427.9134947643061,60.260754136421006,156.29525067401187,Yes,Stationary,21.213965228769798,442.27438789364317,-80.0,2,3,0.7,3,1,on,1,2,0,34.073966154021015,91.67448370724439,3,5,35.25052210113298,22.555075917557872,23.461463811441913,147,1,24.783611228509542,No,No,6,11,7,4,1,No,Yes
93.86293903687314,256.541754737941,68.41089836005371,117.13312924114646,Yes,Stationary,23.627238867916613,534.3222925882992,-68.04559096579096,13,5,2.6,5,1,on,1,1,0,11.801604088300827,58.64668819511349,5,1,15.278975955958396,60.66440537466019,43.5882697092857,116,6,152.15988606723562,No,No,4,7,11,7,0,No,No
182.8878434604596,495.92474907763847,99.75238468628672,95.37732080906805,Yes,Stationary,26.359018070290603,605.0007665479577,-55.62483547449242,3,4,0.8,5,1,on,1,3,1,48.72609738286355,54.92151270117347,1,1,49.71997166474206,30.122708046886252,10.669339514047044,107,2,470.1603000744554,No,No,4,6,11,5,1,No,No
182.95689677421652,308.0505325676321,85.4559184168926,10.567298643446762,No,Stationary,23.6733513265729,602.7773085496631,-75.99914680709102,9,2,4.5,3,1,on,1,1,0,32.92704221995773,78.45123529688051,4,0,34.32831961342251,22.04490783936852,33.5681477305378,157,3,103.68304786499871,No,No,1,3,12,3,1,No,No
208.60023963783027,135.3100965474029,50.810748514205216,57.597653792013254,No,Stationary,20.307575888268776,497.5490037011828,-64.4459562698524,7,2,3.5,1,1,on,1,0,0,13.865037839326861,77.83158329067537,6,4,15.993072628563612,76.82939625593056,72.71118176696886,9,3,262.2196720780829,No,No,3,6,11,9,1,No,No
262.3579485194474,163.50884450850427,10.426943896071647,198.0013568648288,Yes,Stationary,22.56991767451871,487.02077944823895,-61.51487031878812,11,3,3.7,2,1,on,0,2,1,47.180636035239274,33.161842617058156,2,3,69.689991066578,58.604997103804386,31.580132808004738,96,8,101.54158336730374,No,No,3,4,9,1,1,No,Yes
231.1138312151588,444.81204952208606,97.69161380853889,158.41395046870932,No,Stationary,27.360215433350582,587.8074045137771,-51.43959703859292,7,4,1.8,1,1,on,1,0,0,27.90509212121636,38.82574726520356,7,1,78.77890065337839,45.19030436390029,34.21887661331948,60,1,219.44063258408556,No,No,3,4,9,4,0,Yes,No
202.75587766939572,204.08890619019934,98.05043919503456,90.61086645681982,Yes,Mobile,22.767154207773387,507.46813520004605,-54.84776710240145,12,4,3.0,2,1,on,0,1,0,45.75106867903864,63.06200674584347,5,3,84.22949042775501,71.93548090532424,75.70212534383363,48,2,315.7347795571745,Yes,No,5,6,11,5,1,No,No
230.6108456425554,242.34302412483424,67.17371066300072,67.51617823720466,No,Stationary,24.29855484873599,591.5983571562505,-63.405362357022064,11,5,2.2,3,1,on,1,0,0,43.007597731854105,63.41370121392883,2,1,20.93396844636798,90.04472851759652,22.714295537815087,153,3,178.237051449126,Yes,No,1,6,11,5,1,No,No
130.73972846329457,407.650324345402,54.000408097326364,17.23855065666862,Yes,Stationary,19.034090588251605,489.1261495162174,-79.40702007901052,9,4,2.2,3,1,on,1,1,0,14.51834815253933,76.04799234748035,2,3,60.988449203464185,28.17053013084232,68.48790011148841,105,3,382.6914262350646,Yes,No,0,4,13,6,2,Yes,No
140.44716390557852,293.8087103465199,78.16897123916786,187.81204553589555,Yes,Stationary,27.788723027627377,592.6151678395885,-70.70784596680701,4,2,2.0,2,1,on,1,1,0,35.37178176089434,77.01626858289097,3,4,65.22714626219795,53.010272974963335,36.973731762353964,80,2,229.75969062320368,No,No,0,4,13,7,1,No,Yes
107.0658077197389,210.73351551389922,57.43773519730306,136.60963917587026,Yes,Stationary,22.894210825197074,507.05025655051634,-53.89819323813872,7,4,1.8,1,1,on,1,0,0,27.749798514113856,66.25636193455546,5,3,72.21437741083233,25.756925627594267,37.11613623712418,87,1,92.7102681495117,Yes,No,6,4,11,4,1,Yes,Yes
123.42851159720735,206.51878295205552,80.979573947745,139.33768019067568,No,Stationary,24.928226976026828,545.3262606307233,-80.0,6,2,3.0,1,1,on,1,0,0,20.455982896747223,63.286842776666056,3,2,34.79731492859699,25.273325504557782,21.0978912173353,69,2,31.020185848656993,No,No,7,2,13,3,1,No,No
207.74403096362195,192.99047983891143,17.044085146554295,184.42618149519032,Yes,Stationary,21.65138623678939,466.05711574726365,-53.21544928326784,3,2,1.5,2,1,on,1,0,0,7.533472230125955,46.329464713735305,3,4,12.893822265757278,99.4769544990358,41.42180661892486,58,5,232.3229714849298,Yes,No,4,6,10,3,2,No,No
73.0262349862688,211.29916069704927,57.69878093337556,191.52746258733038,Yes,Stationary,26.205967828252863,560.0657574137563,-53.21441379519752,7,3,2.3,2,1,on,1,1,1,32.01341596576768,82.38597913918208,1,5,46.55364958657657,97.11344092129184,50.66663328575714,46,4,98.96853038153468,Yes,Yes,4,10,11,10,0,No,No
158.42529316988205,269.80336754111875,48.611909359251385,11.5128689431562,Yes,Stationary,20.64752435731697,543.4517495027462,-56.958087766477604,4,4,1.0,4,1,on,0,0,0,12.859678843934526,61.70533202906112,4,2,85.92713964844073,89.61534417857189,30.198519868022014,102,4,308.1983538724869,No,No,8,5,10,1,3,Yes,No
157.71569083241093,144.0176421117005,61.257641250107795,53.36878044280637,No,Stationary,23.113742337105755,572.8735855134039,-69.87464644014487,14,3,4.7,1,1,off,1,0,0,3.5380505067429144,69.07151170641092,3,3,23.64799431624256,54.294667408538544,66.25947540231621,44,2,61.288078793574954,No,No,5,8,8,2,1,Yes,Yes
173.42127441257657,367.0416585940665,7.749049186838306,191.80164438614023,No,Mobile,22.195660327813755,483.01100300183145,-72.45816387514735,9,1,9.0,1,1,on,1,2,1,40.75896718378795,61.97626439074834,5,2,30.15943419860335,83.79963962820474,71.03366811368751,75,6,310.378149515129,No,No,2,7,9,6,2,Yes,No
156.457572573957,399.8478161918045,33.7327070385724,188.23217739569094,Yes,Mobile,26.853079737630104,598.95731468996,-63.96748203301162,11,1,11.0,2,1,on,0,0,0,32.215084561121365,62.26773476255596,1,4,40.8588014676559,73.12650370491372,73.04880261708155,131,5,329.3925389723722,No,No,5,4,8,3,1,No,No
128.0653057431163,222.8590630635522,60.75319681344433,118.48665894126718,No,Stationary,20.46144451865375,448.81134690038914,-61.60337049865078,12,3,4.0,1,1,off,1,1,0,5.053204569834646,71.57887182191487,3,7,39.45862025255565,24.386816041870603,37.96861225463219,111,3,167.82521643464483,No,Yes,6,5,10,4,0,No,Yes
156.58782674070204,370.0488932906572,98.73177404698579,18.735143700548456,Yes,Stationary,15.796624954947012,362.1731586108125,-77.16554782679418,7,1,7.0,3,1,on,1,3,1,5.324559549795532,84.74884032549194,2,3,33.158161908722555,89.35655736895664,75.09770629729151,108,1,231.07415717258212,No,No,2,4,13,1,0,No,No
273.3472907792837,405.17570325219407,42.48746362987369,115.90073328272089,Yes,Stationary,24.345420168992472,575.1604940723299,-64.96272163315705,6,4,1.5,2,1,on,1,1,0,22.85191832274757,71.21954500095259,4,5,37.54163519754616,60.815813928059825,16.82354875990979,58,3,409.8424977130013,No,No,4,8,6,3,3,Yes,No
286.0400045509699,432.9864619961909,30.375980183053944,167.67664226576156,Yes,Stationary,25.88425844053161,589.2758395240246,-62.43613513633523,9,1,9.0,2,1,on,1,3,0,42.0722104677221,66.23229211241797,4,4,71.20212211589612,65.04582817867625,38.14220219874572,88,2,387.5100109659716,No,No,8,5,5,4,2,Yes,No
175.45916897108413,110.80644815903872,80.12004748170848,11.14593592102086,No,Mobile,18.691456835930516,464.3393108372433,-51.07635240922498,6,3,2.0,2,1,on,1,4,0,38.159578797704505,38.554794080437574,3,3,57.59183261546479,76.80177099463299,43.86797672529933,105,2,308.90633506297536,No,No,5,5,12,6,0,No,No
205.9882379480278,255.6816542636255,34.76244406739046,109.63970645343319,Yes,Stationary,26.012967335202656,633.1824635362436,-49.94317274681645,7,2,3.5,5,1,on,1,0,0,33.46908762723715,88.09650120309894,3,5,68.7003421641083,90.47589162158201,66.85892268857282,6,3,405.62382665678336,No,No,3,1,11,1,2,No,No
78.90459876982393,133.94121952292016,82.46888158606485,75.06374664521142,Yes,Mobile,23.188855016770248,542.8349726211525,-47.70245410870712,8,3,2.7,2,1,on,1,1,0,32.9238457500918,98.84905103129408,2,2,76.98278429547587,23.66895310257595,26.943722507673222,58,4,497.0246550017582,No,No,8,3,9,5,0,No,No
129.32137045508023,321.3334060533442,89.95276799389106,103.85636375323813,Yes,Mobile,22.932654986056285,508.3247663332078,-72.15182680073572,6,5,1.2,2,1,on,1,1,0,13.22230789587873,69.37747709361513,3,5,33.09974172545439,35.72109921708556,22.139976463830273,89,4,307.7644579690932,No,No,2,6,9,4,2,No,No
153.70655298840796,459.6787034481881,73.50843639643432,65.02496930838241,Yes,Stationary,18.700136070201836,429.1361404928296,-52.17506904308495,10,1,10.0,4,1,on,1,4,0,2.4844145499208827,71.44019139355893,0,1,40.47031517623975,43.27748505107246,12.920289432956583,149,6,485.59163420087117,Yes,No,4,10,14,6,3,Yes,No
266.5772894708415,329.72027562278464,20.435019910115436,60.080010711686626,Yes,Stationary,21.961882984014412,565.6240668444206,-39.204215608731175,9,4,2.2,6,0,on,1,0,0,18.638217952674573,63.905832282870016,4,4,51.11730883282503,41.44465020671275,65.54828046409042,160,3,96.03719852816164,Yes,No,3,5,7,6,1,No,No
112.61384134912667,210.63658116522723,18.451744589077702,58.30832183861835,No,Stationary,19.01618551663952,484.47494540304797,-62.71775878090979,6,2,3.0,2,1,on,1,0,0,11.813826222653839,64.24653292438018,1,6,54.15008218499619,57.15112189427079,62.48893675306938,113,4,332.343807183953,No,No,6,2,10,2,2,No,No
170.7585660656761,207.00851856393973,80.15793946301747,134.92663054921908,Yes,Stationary,25.49996677060542,565.547874631873,-80.0,9,3,3.0,1,1,on,1,2,0,19.23454208591272,96.74905230131525,5,1,76.11488514300679,60.87073535011324,50.035360737504945,54,1,40.52466326640001,No,No,7,7,5,1,0,No,Yes
296.3899464026763,212.77226358309832,69.99422161892292,138.46569681155432,No,Stationary,26.106228930156934,587.7975035916155,-57.452376828571914,10,4,2.5,5,1,on,1,0,0,29.194071892146965,66.02889166287935,5,5,49.26428727653055,91.52626374702515,79.7814556721297,149,2,497.958940035921,No,No,6,5,15,4,1,No,No
179.87127981495235,357.13339736713993,38.61434505002657,149.87131476274055,No,Mobile,19.98520482782831,428.3020662924845,-50.24051988588252,5,4,1.2,2,1,off,1,0,1,1.4525130502698678,86.7580966658087,1,2,64.69128274026875,21.590424958153687,12.097744699202012,138,1,227.40563051607364,No,No,4,2,11,5,3,Yes,No
203.2236314407419,147.55959600050346,12.745309951486032,89.43471038563221,Yes,Stationary,13.32466617458688,303.1766250281766,-59.17392675737427,12,1,12.0,3,1,on,1,2,0,39.8220922358914,59.329331722299344,3,3,41.939707803599966,77.33255686210376,15.56402086061016,66,6,297.32244138036384,No,Yes,8,3,5,1,1,Yes,No
80.15716649758093,107.89738452664128,31.277362605529092,37.13153071663225,Yes,Mobile,16.139161614042145,408.73047953792775,-57.72983939834075,7,5,1.4,2,1,off,1,1,0,9.699621792753884,71.4979683821544,4,3,62.92654848916893,48.49515418940635,56.45531871847933,90,1,188.54506383649485,Yes,No,3,7,10,2,0,No,Yes
256.5852001267083,351.4983459552742,11.949172030443918,58.14737211598994,Yes,Stationary,23.474665360311104,616.5588885940579,-80.0,5,1,5.0,3,1,on,1,2,0,10.789876286022524,65.2087247999142,3,4,75.01587932729993,79.60725699262005,38.05522288859053,165,1,166.1113499498526,No,No,8,7,6,4,0,Yes,Yes
200.76503210273185,186.2024122809283,73.69359539789102,14.173475569640132,Yes,Stationary,27.269339926240775,711.3959225154222,-58.230125218461595,8,5,1.6,2,1,on,1,1,0,24.12738966484849,49.192163764578254,4,9,65.88858752796618,91.6647395138917,13.944882829341989,143,3,60.63309128315212,No,No,3,4,11,2,1,Yes,Yes
186.26700161661623,188.4977027654113,24.070665655291617,73.11664233320192,Yes,Stationary,16.174091101163036,388.14231267843195,-71.64206103060336,8,5,1.6,6,1,on,1,0,0,36.35520599411429,100.0,4,3,76.89361007498856,35.34301957366913,67.806007913717,162,2,123.18184450937107,Yes,No,7,6,14,3,0,No,Yes
135.6909584435771,356.934419421966,40.0099003553537,158.69336224571862,Yes,Stationary,21.83453358774765,473.3528744826876,-76.30087701823417,8,4,2.0,1,1,on,0,1,1,29.349029085063233,79.38518184095548,1,3,77.7975686090143,76.44688432660858,18.290637289269203,83,5,76.82813948728983,No,No,4,5,7,6,1,No,No
126.03019725679603,469.6995040777933,97.64276926310491,179.82906589143002,Yes,Mobile,21.762234993867082,412.215616888333,-67.93156412182354,9,3,3.0,1,1,off,1,0,0,24.321532277517655,74.45489462218193,4,3,14.460045036205393,86.32228508694327,51.89616964664978,5,3,102.87054948908556,No,No,3,1,10,7,2,Yes,No
154.2555527561754,139.36136185088102,38.43109665779472,66.56706848478883,Yes,Mobile,19.90246139179397,488.559135136973,-57.385294742047996,12,3,4.0,3,1,off,1,0,0,4.195402591639933,57.712008819602445,3,4,71.8056020814329,87.34442201241312,33.63004493734228,83,2,405.4166355284896,No,No,5,5,6,7,0,No,Yes
220.32519144819915,138.21910319668459,94.30054289266639,41.48501991773672,Yes,Mobile,22.39590502853081,536.5427065082189,-57.98101851681024,13,3,4.3,0,1,on,1,1,0,34.25913687619386,68.92091750109715,0,2,52.96486937283425,22.32785196276283,30.906205219161492,147,6,65.24661618693293,No,Yes,1,5,11,3,2,Yes,No
268.86421044879376,348.02535349672746,89.10867788420614,75.4616150276378,Yes,Stationary,25.373563692288194,599.8305383070783,-50.11975067768612,7,2,3.5,1,1,off,1,0,0,23.459515629739325,67.38771764906345,5,2,12.69708940338389,38.020860097497355,71.84197774819167,162,4,201.84226161095407,No,No,3,8,12,3,3,Yes,No
177.60558436950276,498.9830253942581,34.75751029488407,21.177403655199313,Yes,Stationary,17.75729469840399,464.20987988685147,-57.174633940422574,5,4,1.2,1,1,on,1,1,0,30.213206080494395,76.33336681880705,5,5,41.57252046291873,26.750360020996567,42.06163356224217,76,4,457.84388029423695,No,No,2,3,6,6,0,Yes,Yes
217.32844574056807,346.63000243300974,23.562008936767572,122.89310259441301,Yes,Stationary,21.378083862338272,499.5281613492289,-47.15171128409318,5,1,5.0,5,1,on,1,1,0,15.896769283867448,84.49687572757537,1,4,87.48689234692863,81.10430465545963,62.2665337289347,96,2,418.25555059443946,No,No,8,6,7,6,1,No,No
196.48413814055323,386.37665818772683,6.469329503671934,21.334236197420033,Yes,Stationary,13.472177042687406,363.1636750792136,-48.1495062775598,11,4,2.8,3,1,on,1,1,0,47.42135356505756,66.53180474450646,3,1,76.94401154001848,86.60708415482284,29.864825470116486,64,3,95.40207338786814,Yes,Yes,8,6,10,2,1,No,No
206.22587552389996,180.7543011261606,52.845824707773865,17.96708365753909,Yes,Stationary,18.482619288167644,473.7263277148957,-66.69139101684993,9,1,9.0,3,1,on,1,2,0,41.199062700461965,78.56517157793783,3,7,35.70776302318915,46.04505436096197,17.49430902913674,89,3,268.46633579012183,No,No,8,4,8,3,0,No,No
218.67226274695622,321.3399915971976,61.99793485198826,13.81998022236428,No,Stationary,19.748537499133125,506.0568141844469,-64.44129842132287,9,1,9.0,4,1,on,1,1,0,47.347679948585736,74.22520776283753,0,2,43.40050363604576,90.97528647282581,77.6611045339084,47,0,102.13405569620076,No,No,9,2,11,3,2,No,No
260.58560940506436,457.41863430001973,34.337310839527404,52.074633945363125,Yes,Stationary,17.660867182945708,438.6034981025958,-58.92851515612779,10,2,5.0,3,1,on,1,1,0,9.658123093562423,80.72527145098408,2,5,11.76218265122884,29.361210999468614,75.33091424186287,138,0,441.338343453384,No,No,6,9,7,5,1,No,No
70.79874708310969,367.0912002563731,14.380228743284306,134.18999735287707,No,Stationary,17.556823408819447,389.01908156268445,-64.53988929530576,11,2,5.5,3,1,off,0,2,0,15.688714204549193,92.09528976814522,2,4,12.659130305893678,34.18985517969049,51.010007217021524,160,2,40.23457968047398,No,Yes,6,4,19,5,1,Yes,Yes
240.92071036083456,218.4768821043533,45.290164795817056,25.682877568321818,No,Stationary,20.587156681163304,533.5948069515231,-50.44465274879411,18,5,3.6,2,0,on,1,1,0,30.091473317424672,67.83872346416123,1,3,54.16602982205593,65.00906128804178,79.72773228955124,8,3,13.492018854050594,Yes,Yes,7,5,7,1,0,No,No
110.9165936342185,428.9793051785169,84.2928593428782,14.454446022103145,Yes,Stationary,19.316757462837437,476.5521397646892,-56.19572718841899,6,1,6.0,1,1,on,1,1,0,28.96862528068734,86.78593182311232,1,2,80.31476485889682,30.914941800272445,27.397638374690683,95,3,103.21838492398645,No,No,2,4,9,4,1,No,Yes
98.55574014469272,484.02512895259997,95.94549709903083,53.616581629326156,No,Mobile,18.170618764480402,405.7710616117143,-54.86679492837222,7,2,3.5,2,1,on,1,3,0,12.663786053945582,69.8147346485244,6,3,48.9234411461827,70.45421568516296,12.109940768663737,149,2,356.3229581119271,No,No,7,3,6,5,0,No,No
193.11423937286827,388.9080084715865,94.8198726915368,164.46304843910804,Yes,Stationary,24.70125302563428,509.6322536759464,-49.311180885596194,5,4,1.2,3,1,on,1,1,0,27.75230582365909,63.156528738670815,1,1,87.0611331103002,65.4084469788479,26.041531758383343,11,1,216.289566341282,Yes,No,5,3,9,2,0,No,Yes
73.92812915309678,316.02690600642745,35.95392018818856,127.63171377631387,Yes,Stationary,18.56773935101182,406.5730799994882,-68.53556026500415,6,5,1.2,1,1,on,1,0,0,21.97157278688166,61.91576962610121,2,6,64.29854160164639,93.3679698502517,48.230165859512375,115,0,199.10774405302172,No,No,6,5,9,1,1,No,No
271.3317065687849,187.5806361247789,85.97623468444384,64.3171195017434,Yes,Mobile,22.035743393693043,515.3956709756445,-62.52810881848008,8,3,2.7,2,1,on,0,2,0,40.28780640646304,89.5199702536932,1,3,74.4860827646031,64.4401457862752,38.33055883165825,2,3,383.45462617137116,No,No,8,5,10,5,0,Yes,No
206.8122430128172,213.32255568036737,72.66085575474952,118.02473905907031,Yes,Stationary,21.581883427197333,472.164483598031,-59.837603759515076,6,1,6.0,4,1,on,1,0,0,36.10861754777084,80.43043099799173,3,3,12.569817164763881,96.90763867578342,67.62223020833787,147,3,40.16182120876842,No,No,1,2,13,3,0,Yes,No
230.85408954748868,166.030780574456,15.397785483548391,68.03569368728918,Yes,Mobile,21.576632626215833,552.453899388614,-66.1679558726403,13,2,6.5,1,1,off,1,1,1,24.701031494709657,91.4562054925539,3,6,73.00545378233517,35.293584383256196,47.718157527784626,118,1,242.36935113193974,Yes,No,6,3,5,2,1,No,No
54.032301673754205,417.7676424710251,17.34194032900428,49.45523000056963,No,Stationary,17.308907944823172,443.2821913561426,-71.61437007164749,6,5,1.2,1,1,on,1,0,0,42.55431112574534,76.09987698006488,2,7,58.02847092545247,85.827634296242,44.77168518980222,42,4,173.42238701517766,No,No,5,7,8,3,2,Yes,No
198.6079698612606,447.08809254076505,10.418799937949558,111.25864733950269,Yes,Stationary,26.059788923197786,651.5606123321884,-66.23190871975235,5,5,1.0,1,1,off,1,2,0,43.91702532582984,64.00404178133226,2,3,72.69193842098454,57.78319613464903,30.179924322995515,137,3,121.40955445306373,No,No,0,1,10,7,1,No,Yes
189.19629809857219,187.87340791384463,41.7323837354019,22.37465296023789,Yes,Mobile,16.707416408793556,428.1546350785157,-64.3820144421553,6,5,1.2,4,1,on,1,2,0,20.070694531623076,62.6908637972848,5,4,39.14383297800101,46.47949814106205,62.654172603831455,76,2,382.53352571990445,No,Yes,3,6,11,5,1,Yes,No
89.73991103618069,308.63971775186826,26.54643791213215,37.68901767596265,No,Stationary,19.8104706881253,516.5090273112471,-51.225853738634974,11,5,2.2,2,1,on,1,3,1,46.871200226750744,52.42348737330279,6,7,66.28255610123713,85.94612689970246,38.89120854248198,89,3,111.65018578546552,No,No,3,6,9,4,1,No,No
88.26762878119328,249.3799718107013,33.60838376231041,189.12715438193715,Yes,Stationary,24.839430274740497,540.981450762446,-54.08459380494184,7,1,7.0,3,1,on,1,1,0,21.21959448977502,60.49986235246658,1,5,65.10423038220722,91.38144050843367,22.229128094628425,150,5,93.37489600278826,No,No,5,5,13,6,0,Yes,No
223.88238219272773,401.0832334894676,86.09005394258304,130.8418692197431,Yes,Stationary,21.04375414204148,437.1406838999424,-55.57208937775246,5,5,1.0,1,1,on,1,1,0,30.799112289944723,50.98544811070856,3,3,14.838675433420878,72.76256973100914,65.9625661247567,107,3,277.25605086036364,No,No,4,2,10,5,2,Yes,No
129.69160659546907,150.45992821921618,48.83210538951676,156.7298505318838,Yes,Stationary,23.16109159634888,506.02159715879714,-68.26423151669863,10,2,5.0,2,1,on,1,1,0,38.7360212399735,91.90372046587251,4,1,88.23054306604524,89.14763677890949,51.43265236892059,54,3,478.3548535500736,Yes,No,3,5,4,2,0,No,Yes
222.9925738829549,320.3385080616142,63.13205319540377,59.50070744598638,No,Stationary,22.27988392914626,543.1001960852602,-61.41108652312221,8,5,1.6,2,1,off,1,3,0,27.223164006670576,83.4930291863491,8,3,27.09655046084012,68.64689744042107,65.94195444090207,117,6,112.0752466909837,No,Yes,0,4,7,3,4,Yes,No
